id,Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,tagTPL
1297920,39420,80,6,6273723,4,4,0.0,2824.0,0.0,0.0,0.0,0.0,1412.0,0.0,706.0,815.2185800957516,450.1314450765518,1.275159901066719,896246.142857143,1549060.8329173122,3566147.0,23.0,2707576.0,902525.3333333334,1561965.7830635514,2706128.0,308.0,6272612.0,2090870.6666666667,3617966.4495029994,6268538.0,314.0,0,0,0,0,104,80,0.6375799505333595,0.6375799505333595,0.0,1412.0,313.7777777777777,622.633475203867,387672.4444444445,0,0,2,0,7,0,0,0,1.0,353.0,0.0,706.0,0,0,0,0,0,0,0,0,0,353,486,0,0,20,0.0,0.0,0.0,0.0,1642430777633728.0,0.0,1642430777633728.0,1642430777633728.0,2
1357057,46462,443,6,5439863,10,10,2478.0,623.0,1393.0,0.0,247.80000000000004,455.0432946434877,433.0,0.0,62.3,139.1115060342282,570.0511207727106,3.676563178153568,286308.5789473684,379801.1900046181,1007602.0,26.0,5337370.0,593041.1111111111,491628.6693283978,1228666.0,218.0,4012712.0,445856.8888888889,386593.8984924764,1009264.0,123.0,0,0,0,0,240,248,1.838281589076784,1.838281589076784,0.0,1393.0,147.66666666666669,334.1178434824057,111634.73333333337,1,5,0,7,18,0,0,0,1.0,155.05,247.8,62.3,0,0,0,0,0,0,0,123,0,31,65535,65,4,20,0.0,0.0,0.0,0.0,1642222166682261.0,0.0,1642222166682261.0,1642222166682261.0,2
1357058,46462,443,6,175,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,177142.85714285713,11428.57142857143,175.0,0.0,175.0,175.0,175.0,175.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,11428.57142857143,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,1,0,0,1,2,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,1,15,0,0,351,0,0,20,0.0,0.0,0.0,0.0,1642222172123869.0,0.0,1642222172123869.0,1642222172123869.0,2
1297922,80,40836,6,7248251,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2759286343698638,7248251.0,0.0,7248251.0,7248251.0,7248251.0,7248251.0,0.0,7248251.0,7248251.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.2759286343698638,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,83,0,0,20,0.0,0.0,0.0,0.0,821215447848011.5,1161374013726378.0,1642430888447772.0,7248251.0,2
1297155,40374,80,6,2575321,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7766022177429531,2575321.0,0.0,2575321.0,2575321.0,2575321.0,2575321.0,0.0,2575321.0,2575321.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.7766022177429531,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,519,0,0,20,0.0,0.0,0.0,0.0,1642196748437618.0,0.0,1642196748437618.0,1642196748437618.0,2
1297923,43478,80,6,9767,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.7711682195147,9767.0,0.0,9767.0,9767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,102.38558410975736,102.38558410975736,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,347,60,0,20,0.0,0.0,0.0,0.0,1642430773563422.0,0.0,1642430773563422.0,1642430773563422.0,2
1303043,48556,80,6,8316,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.5002405002405,8316.0,0.0,8316.0,8316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,120.25012025012025,120.25012025012025,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,349,60,0,32,0.0,0.0,0.0,0.0,1642525480857235.0,0.0,1642525480857235.0,1642525480857235.0,2
1297156,45098,80,6,106124,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84587840639252,106124.0,0.0,106124.0,106124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,9.42293920319626,9.42293920319626,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,347,60,0,20,0.0,0.0,0.0,0.0,1642196731615042.0,0.0,1642196731615042.0,1642196731615042.0,2
1297924,80,43034,6,7963840,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2511351307911761,7963840.0,0.0,7963840.0,7963840.0,7963840.0,7963840.0,0.0,7963840.0,7963840.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.2511351307911761,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,83,0,0,20,0.0,0.0,0.0,0.0,821215446616276.5,1161374010972446.2,1642430885268713.0,7963840.0,2
1297927,80,47818,6,7246764,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275985253555932,7246764.0,0.0,7246764.0,7246764.0,7246764.0,7246764.0,0.0,7246764.0,7246764.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.275985253555932,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,83,0,0,20,0.0,0.0,0.0,0.0,821215448428866.0,1161374014549933.2,1642430889610968.0,7246764.0,2
